article_id,year,clean_text
684,1988,propos regul govern almost american home purchas settlement would offer feder stamp approv controversi mortgag loan tie in lender real estat broker provid consum awar arrang pay fee involv propos rule review capitol hill expect releas mid may report obtain advanc copi regul rule guarante becom hot
685,1988,plan commission citi council member met earli tuesday morn tri settl differ brew sever month two group meet came request plan commission want clearer pictur expect citi council commission feel citi council give enough weight recommend plan commiss chairman hal joseph said meet although
686,1988,lawyer watch begin tuesday murder trial five men privat call circu anoth particip label fiasco one lawyer ask friend trial began watch good laugh juror enter courtroom tuesday find nine lawyer defend seat bar defend antonio camarillo david castro jr adrian vasquez east chicago mitchel leon carlo villarr
687,1988,frank place late show fan get pen paper time letter write frank place critic acclaim low rate comedi star tim reid owner creol restaur orlean cancel yesterday cb televis network frank place name best comedi televis critic associ august later month creator produc hugh wilson emmi write reid show co execut produc
688,1988,get peopl back downtown citi primari task newli organ downtown event committe oper help bless citi hall committe attempt schedul least one major event downtown citi everi month year entic peopl downtown area head ward councilwoman jacki carey assist tiana dougla urban renew director meet three month alreadi
689,1988,santa clara counti newest shelter homeless famili offici open today although one shelter yet nearli peopl jam dine room shelter la pluma ave formal open hour shelter support finish mop rain leak roof morn mess said rev gerri phelp execut director concern poor shortli ceremoni sweep
690,1988,allentown zone hear board week reject propos erect cover patio deck neighbor complain could increas storm water runoff onto properti henri leah zeppenfelt ask varianc permit deck rear side home lacross st foot side yard requir side yard would feet four appeal grant royal manufactur co behalf
691,1988,morn nov tom evan milton pierc counti drive fiance car seattl park pay park lot say put slot maximum amount due sure long would gone upon return evan found citat car said essenc driver owe park lot fee addit penalti allegedli fail pay fee advanc citat
692,1988,bill walsh look improv er pass game sever week monday night victori goal achiev team gain yard air second highest total eight week step us need walsh said yesterday press confer walsh far satisfi er gain less total yard fifth straight game complic matter
693,1988,drive park drive park librari livingston ave hold two program novemb examin thought love friendship success tonight local figur includ angela pace wcmh tv ella coleman wckx fm radio discuss popular fit crowd next wednesday warner brother record artist teen dream jone wvko fm radio discuss trap drug alcohol sponsor franklin
694,1988,politician alway care endors commerci product includ cigar th earli th centuri name face often use ad without permiss herb tea sold mean letter endors presid william henri harrison hoffman cigar ran seri ad pictur presid grover cleveland often seen smoke cigar look old ad pictur politician even uncl sam extra
695,1988,probabl biggest attracti friday night cardin glennon high school star basketbal game presenc crew vashon class boy state champion senior sean tunstal corey warner malcolm nash play team warner slam dunk contest talk coach floyd iron interview head coach job provid brought even attent true star vashon night came
696,1988,robeson counti resid get free pine tree program sponsor agricultur extens servic feder paper board nurseri forest servic tree given away bundl feb owen agricultur build highway lumberton inform call agricultur extens offic
